"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","eids-badge__description","he-lazy-image src","eids-badge__label","list-view-header","list-view-location","img-wrp href","he-lazy-image src 2","listing-card--owner-info__firm-name","he-lazy-image src 3"
"https://www.hepsiemlak.com/zonguldak-eregli-omerli-kiralik/daire/146691-61","20","16.500","05-07-2025","Kiralık Daire","1 +
                          1","60 m²","Sıfır Bina","8. Kat","","","","Kdz Ereğli Umut Emlak Tan Devlet Hast.Mevki Kiralık Daire","Zonguldak / Ereğli / Ömerli Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/6/8/5/1/7/4/4/1748608192393-44715864.jpg","",""
"https://www.hepsiemlak.com/zonguldak-caycuma-pehlivanlar-kiralik/daire/137173-24","16","15.000","19-06-2025","Kiralık Daire","2 +
                          1","95 m²","1
                        Yaşında","Giriş Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Zonguldak Çaycuma Pehlivanlar Mh. 2+1 Kiralık Daire","Zonguldak / Çaycuma / Pehlivanlar Mah.","https://www.hepsiemlak.com/emlak-ofisi/yudum-gayrimenkul-emlak-danismanligi-137173","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/5/6/6/4/9/0/4/1686598544-253433-40946656.jpeg","Yudum Gayrimenkul & Emlak Danışmanlığı","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/7/1/7/3/1/50ba4a41-644f-465a-ab2a-73a685f462f9.jpg"
"https://www.hepsiemlak.com/zonguldak-kozlu-merkez-kiralik/daire/63804-1101","10","20.000","06-07-2025","Kiralık Daire","1 +
                          1","60 m²","4
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Zonguldak Kozlu Fatih Mah.Kiralık Eşyalı 1+1 Daire","Zonguldak / Kozlu / Merkez Mah.","https://www.hepsiemlak.com/emlak-ofisi/basar-emlak-63804","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/4/0/6/9/8/4/4/1751795054-2038388-44896043.jpeg","Başar Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/0/8/3/6/0/26362fe5-fef5-4069-9ea3-525741e78cd3.jpg"
"https://www.hepsiemlak.com/zonguldak-kozlu-esenkoy-kiralik/daire/48650-1199","10","15.000","03-07-2025","Kiralık Daire","1 +
                          1","55 m²","Sıfır Bina","6. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Noyan Emlak'tan Tıp Fakültesinde Eşyalı 1+1 Daire","Zonguldak / Kozlu / Esenköy Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/6/6/0/7/8/4/4/1751362007-278872-44870666.jpeg","",""
"https://www.hepsiemlak.com/zonguldak-merkez-mithatpasa-kiralik/daire/77837-2540","28","23.000","24-06-2025","Kiralık Daire","3 +
                          1","155 m²","21
                        Yaşında","6. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Zonguldak Anıl Sitesinde Kiralık 3+1 Manzaralı Daire","Zonguldak / Merkez / Mithatpaşa Mah.","https://www.hepsiemlak.com/emlak-ofisi/cenberci-gayrimenkul-77837","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/7/7/5/7/5/4/4/341fc932bf15ce614e177f43559e016c52d90d5f89e782c7d09ce62174cb711d76fe16253593a2dac3ccbeb827083ace.jpg","Çenberci Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/3/8/7/7/0/79522f20-0516-4b4d-9d80-c38430e67bbb.jpg"
"https://www.hepsiemlak.com/zonguldak-merkez-terakki-kiralik/daire/116428-901","18","15.000","02-07-2025","Kiralık Daire","1 +
                          1","55 m²","Sıfır Bina","8. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Zonguldak Çarşı Merkezde Soğuksu Bellona Arkasında Kiralık Sıfır 1+1 Daire","Zonguldak / Merkez / Terakki Mah.","https://www.hepsiemlak.com/emlak-ofisi/ela-gayrimenkul-116428/burak-aksoy-2535518","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/0/7/3/0/8/4/4/11711f79-8ecb-4c0f-9b94-c271c4b16c7f.jpg","Ela Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/8/1/5/5/3/5/2/78801fea-0fc4-45f3-beda-e5876d2c8393.jpg"
"https://www.hepsiemlak.com/zonguldak-merkez-bahcelievler-kiralik/daire/133058-148","29","25.000","30-06-2025","Kiralık Daire","3 +
                          1","150 m²","20
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Zonguldak Bahçelievler’de Geniş Eşyalı Kiralık 3+1 Deniz Manzaralı Daire","Zonguldak / Merkez / Bahçelievler Mah.","https://www.hepsiemlak.com/emlak-ofisi/candal-gayrimenkul-133058","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/2/0/5/5/6/1/4/1697648236-442503-41655028.jpeg","Candal Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/5/0/3/3/1/d92872d0-4c6f-4f88-8cc1-da91f1a796e4.jpg"
"https://www.hepsiemlak.com/zonguldak-kozlu-guney-kiralik/daire/57989-4420","34","11.000","30-06-2025","Kiralık Daire","1 +
                          1","60 m²","7
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Zonguldak Garanti Emlak'tan Resepsiyonlu&kapalı Otoparklı Likman Da Balkonlu 1+1 Kiralık Daire","Zonguldak / Kozlu / Güney Mah.","https://www.hepsiemlak.com/emlak-ofisi/garanti-emlak-57989/garanti-emlak-1071668","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/2/3/5/0/8/4/4/cab4e091-5be9-4500-a227-3026ca397ff6.jpg","Garanti Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/8/6/6/1/7/0/1/4653ffa1-5bd4-4347-acd0-7850c7fb56dc.jpg"
"https://www.hepsiemlak.com/zonguldak-merkez-incivez-kiralik/daire/152783-186","23","15.500","23-06-2025","Kiralık Daire","1 +
                          1","55 m²","3
                        Yaşında","7. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Pelin Emlak Gayrimenkul’den İncivez Çaybaşı Sokakta 1+1 Eşyalı Kiralık Daire","Zonguldak / Merkez / İncivez Mah.","https://www.hepsiemlak.com/emlak-ofisi/pelin-emlak-gayrimenkul-152783","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/1/0/1/3/8/4/4/1750678971-338328-44831015.jpeg","Pelin Emlak Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/8/7/2/5/1/c11258a5-ebaf-4a0f-bc8d-127b0eaa87a0.jpg"
"https://www.hepsiemlak.com/zonguldak-eregli-elma-tepe-kiralik/daire/132211-575","37","15.000","13-06-2025","Kiralık Daire","1 +
                          1","60 m²","4
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kdz. Ereğli Eğitim Fakültesi Yakını Eşyalı Kiralık 1+1 Geniş Ferah Büyük Yeni Daire","Zonguldak / Ereğli / Elma Tepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/lora-emlak-132211","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/7/1/7/7/7/4/4/1749788852-194512-44777177.jpeg","Lora Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/1/2/2/3/1/a37aa792-8fbf-410e-8f3a-6272d83885af.jpg"
"https://www.hepsiemlak.com/zonguldak-merkez-tepebasi-kiralik/daire/76431-1532","42","25.000","24-06-2025","Kiralık Daire","3 +
                          1","155 m²","25
                        Yaşında","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Zonguldak Merkez Hastane Yakını Kiralık 3+1 Daire","Zonguldak / Merkez / Tepebaşı Mah.","https://www.hepsiemlak.com/emlak-ofisi/yaman-gayrimenkul-76431","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/2/8/0/3/6/4/4/34c57d91-d9bd-4f3b-93a9-9329553b159b.jpg","Yaman Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/3/4/6/7/0/7b00f2fc-f624-47bb-ad5e-d65ec72c7e97.jpg"
"https://www.hepsiemlak.com/zonguldak-caycuma-yeni-kiralik/daire/137173-22","16","18.000","26-06-2025","Kiralık Daire","2 +
                          1","125 m²","5
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Zonguldak Çaycuma Yeni Mh. 2+1 Daire","Zonguldak / Çaycuma / Yeni Mah.","https://www.hepsiemlak.com/emlak-ofisi/yudum-gayrimenkul-emlak-danismanligi-137173","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/5/1/0/5/8/0/4/1686149137-69659-40850155.jpeg","Yudum Gayrimenkul & Emlak Danışmanlığı","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/7/1/7/3/1/50ba4a41-644f-465a-ab2a-73a685f462f9.jpg"
"https://www.hepsiemlak.com/zonguldak-kozlu-19-mayis-kiralik/daire/0-44874204","8","4.500","03-07-2025","Kiralık Daire","1 +
                          1","45 m²","50
                        Yaşında","Zemin","","","","Kozlu 19 Mayıs'ta 1+1 Eşyalı Ev.","Zonguldak / Kozlu / 19 Mayıs Mah.","","","",""
"https://www.hepsiemlak.com/zonguldak-kozlu-esenkoy-kiralik/daire/106291-899","22","25.000","24-06-2025","Kiralık Daire","2 +
                          0","85 m²","3
                        Yaşında","8. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Ctn Group'tan Geredeli Kampüs'te 2+1 Kiralık Daire","Zonguldak / Kozlu / Esenköy Mah.","","","",""
"https://www.hepsiemlak.com/zonguldak-merkez-karaelmas-kiralik/daire/77479-570","17","20.000","06-07-2025","Kiralık Daire","2 +
                          1","90 m²","15
                        Yaşında","2. Kat","","","","Güven Emlak'tan Kiralık Sıfır Yapım Kiralık 2+1 Daire","Zonguldak / Merkez / Karaelmas Mah.","https://www.hepsiemlak.com/emlak-ofisi/guven-emlak-77479","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/7/4/7/7/0/2ffed979-a026-4fa4-b29d-128831b7719b.jpg","Güven Emlak",""
"https://www.hepsiemlak.com/zonguldak-kozlu-merkez-kiralik/daire/36248-999","31","25.000","26-06-2025","Kiralık Daire","3 +
                          1","148 m²","5
                        Yaşında","6. Kat","","","","Zonguldak Kozlu Fatih Sitesinde 3+1 Kiralık Daire","Zonguldak / Kozlu / Merkez Mah.","https://www.hepsiemlak.com/emlak-ofisi/ata-emlak-36248","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/9/1/4/8/0/4/4/1737632024019-44084192.jpg","Ata Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/4/2/6/3/0/63b24d01-cc00-47e4-ae3a-58eb9677feea.jpg"
"https://www.hepsiemlak.com/zonguldak-merkez-mesrutiyet-kiralik/daire/116428-874","18","13.500","01-07-2025","Kiralık Daire","1 +
                          1","60 m²","15
                        Yaşında","9. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Zonguldak Merkez Kadırga Yokuşunda 9. Katta Ful Eşyalı Temiz Kiralık 1+1 Daire","Zonguldak / Merkez / Meşrutiyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/ela-gayrimenkul-116428/burak-aksoy-2535518","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/5/2/2/1/5/4/4/4fb211ca-fb6f-410f-ad7b-8ecda06c14e1.jpg","Ela Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/8/1/5/5/3/5/2/78801fea-0fc4-45f3-beda-e5876d2c8393.jpg"
"https://www.hepsiemlak.com/zonguldak-merkez-baglik-kiralik/daire/128131-300","15","12.500","24-06-2025","Kiralık Daire","3 +
                          1","110 m²","15
                        Yaşında","Giriş Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Zonguldak Tepebaşı Rüzgarlımeşe 3+1 Kiralık Daire","Zonguldak / Merkez / Bağlık Mah.","https://www.hepsiemlak.com/emlak-ofisi/saglam-gayrimenkul-128131","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/6/4/3/7/5/4/4/1746359074147-44573463.jpg","Sağlam Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/3/1/8/2/1/00f0e391-b0e5-4cad-8efa-026d9a437096.jpg"
"https://www.hepsiemlak.com/zonguldak-kozlu-guney-kiralik/daire/57989-4418","34","14.000","05-07-2025","Kiralık Daire","1 +
                          1","60 m²","9
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Zonguldak Garanti Emlak'tan Resepsiyon&kapalı Otoparklı Likman'da Full Eşyalı 1+1 Kiralık Daire","Zonguldak / Kozlu / Güney Mah.","https://www.hepsiemlak.com/emlak-ofisi/garanti-emlak-57989/garanti-emlak-1071668","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/6/8/7/9/7/4/4/5d5287f2-4894-420e-8c9b-8031de529f3c.jpg","Garanti Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/8/6/6/1/7/0/1/4653ffa1-5bd4-4347-acd0-7850c7fb56dc.jpg"
"https://www.hepsiemlak.com/zonguldak-merkez-bahcelievler-kiralik/daire/63700-896","20","12.000","17-06-2025","Kiralık Daire","3 +
                          1","90 m²","19
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Zonguldak Merkez Bahcelievlerde  3+1 Daire","Zonguldak / Merkez / Bahçelievler Mah.","https://www.hepsiemlak.com/emlak-ofisi/asya-emlak-63700","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/8/1/9/1/7/4/4/22ef7635-d127-429d-a4ba-d6b28a193a74.jpg","Asya Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/0/7/3/6/0/dcac852b-1470-408d-be66-6c1dbab82599.jpg"
"https://www.hepsiemlak.com/zonguldak-merkez-tepebasi-kiralik/daire/159822-17","23","20.000","28-06-2025","Kiralık Daire","3 +
                          1","105 m²","20
                        Yaşında","Kot 3","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Zonguldak Merkez Gözde Sitesi’nde Deniz Manzaralı 3+1 Kiralık Daire 113","Zonguldak / Merkez / Tepebaşı Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/6/7/0/6/8/4/4/1751138335-152312-44860766.jpeg","",""
"https://www.hepsiemlak.com/zonguldak-merkez-incivez-kiralik/daire/107705-412","35","15.500","26-06-2025","Kiralık Daire","1 +
                          1","68 m²","5
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Üniversiteye Yakın Farabi Kampüsü Zonguldak Manzaralı Geniş Eşyalı Daire","Zonguldak / Merkez / İncivez Mah.","https://www.hepsiemlak.com/emlak-ofisi/mert-gayrimenkul-107705/mert-gayrimenkul-2243850","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/1/2/9/3/8/4/4/1750792801911-44839219.jpg","Mert Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/0/5/8/3/4/2/2/bc38cef5-5c66-47ef-9ab9-8d95f3c1a121.jpg"
"https://www.hepsiemlak.com/zonguldak-merkez-incivez-kiralik/daire/152783-185","18","10.500","22-06-2025","Kiralık Daire","1 +
                          1","55 m²","8
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Pelin Emlak Gayrimenkul’den Kısmi Eşyalı Kiralık  1+1 Daire","Zonguldak / Merkez / İncivez Mah.","https://www.hepsiemlak.com/emlak-ofisi/pelin-emlak-gayrimenkul-152783","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/5/8/6/2/8/4/4/1750594846-424296-44826855.jpeg","Pelin Emlak Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/8/7/2/5/1/c11258a5-ebaf-4a0f-bc8d-127b0eaa87a0.jpg"
"https://www.hepsiemlak.com/zonguldak-eregli-omerli-kiralik/daire/132211-572","34","15.000","18-06-2025","Kiralık Daire","1 +
                          1","55 m²","Sıfır Bina","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kdz. Ereğli Devlet Hastanesine Otogara Sanayiye Yakın Sıfır Kiralik Daire","Zonguldak / Ereğli / Ömerli Mah.","https://www.hepsiemlak.com/emlak-ofisi/lora-emlak-132211","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/3/2/6/6/7/4/4/1749634503-7132459-44766230.jpeg","Lora Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/1/2/2/3/1/a37aa792-8fbf-410e-8f3a-6272d83885af.jpg"
"https://www.hepsiemlak.com/zonguldak-alapli-merkez-kiralik/daire/84543-1397","18","19.000","11-06-2025","Kiralık Daire","3 +
                          1","130 m²","13
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Öztürk Emlak Alaplı Sanayi Üzerinde Merkezde Kiralık Daire","Zonguldak / Alaplı / Merkez Mah.","https://www.hepsiemlak.com/emlak-ofisi/ozturk-emlak-84543","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/8/0/5/6/7/4/4/c24e0de5-d0a2-4aab-adad-1a0931fe969b.jpg","Öztürk Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/4/5/4/8/0/27e40210-14dd-402f-a100-05728ab1e581.jpg"
"https://www.hepsiemlak.com/zonguldak-kozlu-esenkoy-kiralik/daire/106291-890","21","25.000","12-06-2025","Kiralık Daire","1 +
                          1","45 m²","2
                        Yaşında","5. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Ctn Group'tan Bozs Town'da Sıfır Eşyalı 1+1 Kiralık Daire","Zonguldak / Kozlu / Esenköy Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/0/9/4/7/7/4/4/8a1ca504-35eb-4f8d-8390-d41de2ba0318.jpg","",""
"https://www.hepsiemlak.com/zonguldak-eregli-kavaklik-kiralik/daire/114259-1951","8","16.500","05-07-2025","Kiralık Daire","1 +
                          1","50 m²","Sıfır Bina","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kdz Ereğli Doğa Koleji Mevkii ( Sıfır ) 1+1 Full Eşyalı Kiralık Daire","Zonguldak / Ereğli / Kavaklık Mah.","https://www.hepsiemlak.com/emlak-ofisi/emniyet-emlak-67-114259","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/0/4/7/8/8/4/4/4d2ff7ac-bb85-4153-b598-e33f5b2f8646.jpg","Emniyet Emlak 67","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/5/2/4/1/1/51f1a681-2a80-4fe1-a31a-c757d8bafd89.jpg"
"https://www.hepsiemlak.com/zonguldak-kozlu-guney-kiralik/daire/76431-1554","30","15.000","24-06-2025","Kiralık Daire","1 +
                          1","57 m²","8
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Zonguldak Merkez İncivez Deniz Manzaralı Eşyalı 1+1 Daire","Zonguldak / Kozlu / Güney Mah.","https://www.hepsiemlak.com/emlak-ofisi/yaman-gayrimenkul-76431","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/7/8/1/8/7/4/4/19d736fa-fe65-451b-a67c-8fb078538988.jpg","Yaman Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/3/4/6/7/0/7b00f2fc-f624-47bb-ad5e-d65ec72c7e97.jpg"
"https://www.hepsiemlak.com/zonguldak-merkez-incivez-kiralik/daire/90512-1464","5","8.500","01-07-2025","Kiralık Daire","Stüdyo","40 m²","7
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Üniversite'ye 5 Dakika Mesafede Kiralık Eşyalı 1+0 Daire","Zonguldak / Merkez / İncivez Mah.","https://www.hepsiemlak.com/emlak-ofisi/pozitif-gayrimenkul-90512","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/2/6/3/4/7/4/4/8823d168-5050-4c9d-97de-94b84fedee52.jpg","Pozitif Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/1/5/0/9/0/da51a439-87dc-4d3f-b1f4-dfa44b42aa44.jpg"
"https://www.hepsiemlak.com/zonguldak-kozlu-guney-kiralik/daire/116428-870","16","14.000","03-07-2025","Kiralık Daire","1 +
                          1","60 m²","10
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Zonguldak Merkez İncivez Mahallesinde Ful Eşyalı Kullanışlı Kiralık 1+1 Daire","Zonguldak / Kozlu / Güney Mah.","https://www.hepsiemlak.com/emlak-ofisi/ela-gayrimenkul-116428/burak-aksoy-2535518","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/6/5/5/7/4/4/4/6825a08f-c0c9-4bcc-8f26-6b67bd7a44b8.jpg","Ela Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/8/1/5/5/3/5/2/78801fea-0fc4-45f3-beda-e5876d2c8393.jpg"
"https://www.hepsiemlak.com/zonguldak-merkez-incivez-kiralik/daire/152783-182","21","12.500","18-06-2025","Kiralık Daire","1 +
                          1","55 m²","9
                        Yaşında","6. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Pelin Emlak Gayrimenkul’den İncivez Çaybaşı Sokakta 1+1 Kiralık Daire","Zonguldak / Merkez / İncivez Mah.","https://www.hepsiemlak.com/emlak-ofisi/pelin-emlak-gayrimenkul-152783","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/7/0/3/0/8/4/4/1750234937-407695-44803076.jpeg","Pelin Emlak Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/8/7/2/5/1/c11258a5-ebaf-4a0f-bc8d-127b0eaa87a0.jpg"
"https://www.hepsiemlak.com/zonguldak-eregli-baglik-kiralik/daire/132211-570","23","18.000","11-06-2025","Kiralık Daire","3 +
                          0","135 m²","20
                        Yaşında","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kdz. Ereğli Erdemir Caddesi Üzerinde","Zonguldak / Ereğli / Bağlık Mah.","https://www.hepsiemlak.com/emlak-ofisi/lora-emlak-132211","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/7/9/4/6/7/4/4/1749623293755-44764976.jpg","Lora Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/1/2/2/3/1/a37aa792-8fbf-410e-8f3a-6272d83885af.jpg"
"https://www.hepsiemlak.com/zonguldak-eregli-kirmaci-kiralik/daire/158982-29","18","15.000","04-07-2025","Kiralık Daire","2 +
                          1","85 m²","25
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kırmacı Kemerde Okullar Bölgesinde Kiralık 2 +1 Daire","Zonguldak / Ereğli / Kırmacı Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/7/9/8/8/8/4/4/1751637109-1279001-44888971.jpeg","",""
"https://www.hepsiemlak.com/zonguldak-eregli-elma-tepe-kiralik/daire/0-44781869","20","15.000","30-06-2025","Kiralık Daire","3 +
                          1","140 m²","15
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Eşyali Doruk Mevki Kiralik","Zonguldak / Ereğli / Elma Tepe Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/6/8/1/8/7/4/4/1749840202706-44781869.jpg","",""
"https://www.hepsiemlak.com/zonguldak-kozlu-merkez-kiralik/daire/133657-247","45","40.000","30-06-2025","Kiralık Daire","4 +
                          2","220 m²","6
                        Yaşında","10. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kozlu Topbaşı Mahallesi Kiralık Dubleks Daire Sıfır Eşyalı 200m2","Zonguldak / Kozlu / Merkez Mah.","https://www.hepsiemlak.com/emlak-ofisi/iliksu-emlak-gayrimenkul-133657/mertcan-bozkurt-3554443","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/2/9/3/1/7/4/4/1748536547-149967-44713927.jpeg","Ilıksu Emlak Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/3/4/4/4/5/5/3/b206263c-0c53-4027-b9f6-324437195afd.jpg"
"https://www.hepsiemlak.com/zonguldak-merkez-incivez-kiralik/daire/150454-45","37","14.000","01-07-2025","Kiralık Daire","1 +
                          1","52 m²","2
                        Yaşında","5. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kampüs Life Da Kiralık 1+1","Zonguldak / Merkez / İncivez Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/3/3/5/7/5/4/4/1746429291-272482-44575330.jpeg","",""
